type,year,term,subject,monndai,img,coices,correct,kaisetu,topic
normal,2022,後期,法規,遭難呼出し及び遭難通報の送信の反復に関する次の記述のうち、無線局運用規則（第８１条）の規定に照らし、この規定に定めるところに適合するものはどれか。下の１から４までのうちから一つ選べ。,,１ 遭難呼出し及び遭難通報の送信は、その遭難通報に対する応答があるまで、必要な間隔を置いて反復しなければならない。 ｜２ 遭難呼出し及び遭難通報の送信は、他の無線局の通信に混信を与えるおそれがある場合を除き、遭難通報に対する応答があるまで、必要な間隔を置いて反復しなければならない。    ｜３ 遭難呼出し及び遭難通報の送信は、１分間以上の間隔を置いて２回反復し、これを反復しても応答がないときは、少なくとも３分間の間隔を置かなければ反復を再開してはならない。 ｜４ 遭難呼出し及び遭難通報は、少なくとも３回連続して送信し、適当な間隔を置いてこれを反復しなければならない。 ,1,,
normal,2022,後期,法規,"次の記述は、海上移動業務におけるデジタル選択呼出通信（注）について述べたものである。無線局運用規則（第58条の5及び第58条の6）の規定に照らし、（　A　）及び（　B　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。
※ 遭難通信、緊急通信及び安全通信を行う場合の通信を除く。

① 海岸局における呼出しは、45秒間以上の間隔をおいて2回送信することができる。
② 船舶局における呼出しは、（　A　）送信することができる。これに応答がないときは、少なくとも15分間の間隔をおかなければ、呼出しを再開してはならない。
③ 自局に対する呼出しを受信したときは、海岸局にあっては5秒以上4分半以内に、船舶局にあっては（　B　）に応答するものとする。",,1　A：3分間以上の間隔をおいて3回　　B：10分以内｜2　A：3分間以上の間隔をおいて3回　　B：5分以内｜3　A：5分間以上の間隔をおいて2回　　B：5分以内｜4　A：5分間以上の間隔をおいて2回　　B：10分以内,3,,
normal,2022,後期,法規,"次の記述は、遭難警報等を受信した船舶局の執るべき措置について述べたものである。無線局運用規則（第81条の5）の規定に照らし、（　A　）～（　C　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 船舶局は、デジタル選択呼出装置を使用して送信された遭難警報又は遭難警報の中継を受信したときは、直ちにこれをその船舶の（　A　）に通知しなければならない。
② 船舶局は、デジタル選択呼出装置を使用して短波帯以外の周波数の電波により送信された遭難警報を受信した場合において、当該遭難警報に使用された周波数の電波によっては海岸局と通信を行うことができない海域にあり、かつ、当該遭難警報が付近にある船舶からのものであることが明らかであるときは、遅滞なく、（　B　）しなければならない。
③ 船舶局は、デジタル選択呼出装置を使用して短波帯の周波数の電波により送信された遭難警報を受信したときは、これに応答してはならない。この場合において、当該船舶局は、（　C　）で聴守を行わなければならない。",,1　A：責任者　　B：これに応答　　C：当該遭難警報を受信した周波数と関連する無線局運用規則第70条の2第1項第3号に規定する周波数｜2　A：責任者　　B：これに応答し、かつ、当該遭難警報を適当な海岸局に通報　　C：当該遭難警報を受信した周波数｜3　A：責任者及び海上保安庁その他の救助機関　　B：これに応答　　C：当該遭難警報を受信した周波数｜4　A：責任者及び海上保安庁その他の救助機関　　B：これに応答し、かつ、当該遭難警報を適当な海岸局に通報　　C：当該遭難警報を受信した周波数と関連する無線局運用規則第70条の2第1項第3号に規定する周波数,2,,
normal,2022,後期,法規,船舶局が安全通信を受信した場合に執るべき措置に関する次の事項のうち、無線局運用規則（第９９条）の規定に照ら し、この規定に定めるところに該当するものはどれか。下の１から４までのうちから一つ選べ。,,１ 遅滞なく、安全通報の要旨を海上保安庁その他の救助機関に通報しなければならない。 ｜２ 直ちに通信可能の範囲内にあるすべての船舶局に対して安全通報を送信しなければならない。 ｜３ 安全通報を確実に受信したときは、受信証を送信しなければならない。 ｜４ 必要に応じて安全通信の要旨をその船舶の責任者に通知しなければならない。,4,,
normal,2022,後期,法規,"次の記述は、総務大臣に対する報告等について述べたものである。電波法（第80条及び第81条）の規定に照らし、（　A　）～（　C　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 海上移動業務の無線局の免許人は、次の(1)から(3)までに掲げる場合は、総務省令で定める手続により、総務大臣に報告しなければならない。
(1) （　A　）を行ったとき。
(2) 電波法又は電波法に基づく命令の規定に違反して運用した無線局を認めたとき。
(3) 無線局が外国において、（　B　）とき。
② 総務大臣は、（　C　）するため必要があると認めるときは、免許人に対し、無線局に関し報告を求めることができる。",,1　A：遭難通信、緊急通信、安全通信又は非常通信　　B：あらかじめ総務大臣が告示した以外の運用の制限をされた　　C：無線通信の秩序の維持その他無線局の適正な運用を確保｜2　A：遭難通信、緊急通信、安全通信又は非常通信　　B：当該外国の主管庁による無線局の検査を受けた　　C：混信を除去｜3　A：遭難通信　　B：当該外国の主管庁による無線局の検査を受けた　　C：無線通信の秩序の維持その他無線局の適正な運用を確保｜4　A：遭難通信　　B：あらかじめ総務大臣が告示した以外の運用の制限をされた　　C：混信を除去,1,,
normal,2022,後期,法規,"次の記述は、船舶局に係る免許状及び無線従事者免許証について述べたものである。電波法施行規則（第38条）の規定に照らし、（　A　）～（　C　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 船舶局に備え付けておかなければならない免許状は、（　A　）の（　B　）に掲げておかなければならない。ただし、掲示を困難とするものについては、その掲示を要しない。
② 無線従事者は、その業務に従事しているときは、免許証を（　C　）していなければならない。",,1　A：主たる通信操作を行う場所　　B：できる限り上部　　C：携帯｜2　A：主たる送信装置のある場所　　B：できる限り上部　　C：総合通信局長（沖縄総合通信事務所長を含む。）の要求に応じて提示することができる場所に保管｜3　A：主たる通信操作を行う場所　　B：見やすい箇所　　C：総合通信局長（沖縄総合通信事務所長を含む。）の要求に応じて提示することができる場所に保管｜4　A：主たる送信装置のある場所　　B：見やすい箇所　　C：携帯,4,,
binary,2022,後期,法規,無線局に選任された主任無線従事者の職務に関する次の記述のうち、電波法施行規則（第３４条の５）の規定に照らし、 主任無線従事者の職務に該当するものを１、該当しないものを２として解答せよ。,,ア 無線業務日誌その他の書類を作成し、又はその作成を監督すること（記載された事項に関し必要な措置を執ることを含む。）｜イ 無線設備の設置場所を変更し、又は無線設備の変更の工事をしようとするときに総務大臣の許可を受けること。 ｜ウ 主任無線従事者の監督を受けて無線設備の操作を行う者に対する訓練（実習を含む。）の計画を立案し、実施すること｜  エ 主任無線従事者の職務を遂行するために必要な事項に関し総務大臣に対して意見を述べること。 ｜オ 無線設備の機器の点検若しくは保守を行い、又はその監督を行うこと。,1-2-1-2-1,,
multi,2022,後期,法規,"次の記述は、海上移動業務の無線局の落成後の検査及び免許の拒否について述べたものである。電波法（第10条及び第11条）の規定に照らし、（　ア　）～（　オ　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。

① 電波法第8条の予備免許を受けた者は、（　ア　）は、その旨を総務大臣に届け出て、その（　イ　）、無線従事者の資格（主任無線従事者の要件、船舶局無線従事者証明及び遭難通信責任者の要件に係るものを含む。以下同じ。）及び員数並びに（　ウ　）について検査を受けなければならない。
② ①の検査は、①の検査を受けようとする者が、当該検査を受けようとする（　イ　）、無線従事者の資格及び員数並びに（　ウ　）について登録検査等事業者又は登録外国点検事業者が総務省令で定めるところにより行った当該登録に係る点検の結果を記載した書類を添えて①の届出をした場合においては、（　エ　）を省略することができる。
③ 電波法第8条の予備免許を受けた者から、予備免許の際に指定した工事落成の期限（期限の延長があったときはその期限）経過後（　オ　）①の届出がないときは、総務大臣はその無線局の免許を拒否しなければならない",,工事が落成したとき｜工事落成の期限の日になったとき｜無線設備｜電波の型式、周波数及び空中線電力｜計器及び予備品｜時計及び書類｜その一部｜当該検査｜1箇月以内に｜2週間以内,1-3-6-7-10,,
multi,2022,後期,法規,"次の記述は、海上移動業務における電波の使用制限について述べたものである。無線局運用規則（第58条）の規定に照らし、（　ア　）～（　オ　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。

① （　ア　）、4,207.5kHz、6,312kHz、8,414.5kHz、12,577kHz及び16,804.5kHzの周波数の電波の使用は、（　イ　）を使用して（　ウ　）を行う場合に限る。
② 156.8MHzの周波数の電波の使用は、次の(1)から(3)までに掲げる場合に限る。
(1) 遭難通信、緊急通信（医事通報に係るものにあっては緊急呼出しに限る。）又は安全呼出しを行う場合
(2) 呼出し又は応答を行う場合
(3) （　エ　）を送信する場合
③ 156.8MHzの周波数の電波の使用は、できる限り短時間とし、かつ、（　オ　）以上にわたってはならない。ただし、遭難通信を行う場合は、この限りでない。",,"2,187.5kHz｜2,182kHz｜無線電話｜デジタル選択呼出装置｜遭難通信｜遭難通信、緊急通信又は安全通信｜船舶の航行の安全に関し急を要する通報｜準備信号｜1分｜3分",1-4-6-8-9,,
binary,2022,後期,法規,船舶局の無線業務日誌に関する次の記述のうち、電波法施行規則（第４０条）の規定に照らし、この規定に定めるところに適合するものを１、適合しないものを２として解答せよ。,,ア 使用を終わった無線業務日誌は、使用を終わった日から２年間保存しなければならない。｜イ 無線業務日誌には、機器の故障の事実、原因及びこれに対する措置の内容を記載しなければならない。 ｜ウ 無線業務日誌には、電波法第６５条（聴守義務）の規定による聴守周波数を記載しなければならない。 ｜エ 電波法又は電波法に基づく命令の規定に違反して運用した無線局を認めたときは、その事実を無線業務日誌に記載しなければならない。 ｜オ 検査の結果について総合通信局長（沖縄総合通信事務所長を含む。）から指示を受け相当な措置をしたときは、その措置の内容を無線業務日誌の記載欄に記載しなければならない。,1-1-2-1-2,,
binary,2022,後期,法規,"次に掲げる事項のうち、電波法（第７３条）の規定に照らし、総務大臣がその職員を無線局に派遣し、その無線設備等（注）を検査させることができるときに該当するものを１、該当しないものを２として解答せよ。 
注 無線設備、無線従事者の資格及び員数並びに時計及び書類をいう。 ",,ア 無線局の検査の結果について指示を受けた免許人から、その指示に対する措置の内容に係る報告が総務大臣又は総合通信局長（沖縄総合通信事務所長を含む。）にあったとき。｜イ 電波利用料を納めないため督促状によって督促を受けた無線局の免許人が、その指定の期限までにその督促に係る電波利用料を納めないとき。 ｜ウ 無線設備が電波法第３章（無線設備）に定める技術基準に適合していないと認め、総務大臣が当該無線設備を使用する無線局の免許人に対し、その技術基準に適合するように当該無線設備の修理その他の必要な措置を執るべきことを命じたとき。 ｜エ 無線局の発射する電波の質が電波法第２８条の総務省令で定めるものに適合していないと認め、総務大臣が当該無線局に対して臨時に電波の発射の停止を命じたとき。 ｜オ 船舶局のある船舶に関し、その主たる停泊港を変更した旨の届出があったとき。,2-2-1-1-2,,
binary,2022,後期,法規,海上移動業務の無線局における緊急通信に関する次の記述のうち、電波法（第５２条、第５３条、第５４条、第６６条及び第６７条）の規定に照らし、これらの規定に定めるところに適合するものを１、これらに適合しないものを２として解答せよ。,,ア 無線局が緊急通信を行う場合において、空中線電力は、免許状に記載されたものの範囲内であり、かつ、通信を行うため必要最小のものでなければならない。 ｜イ 無線局が緊急通信を行う場合においては、免許状に記載された通信の相手方及び通信事項の範囲を超えて運用してはならない。 ｜ウ 無線局が緊急信号又は緊急通信を受信したときは、その通信が終了するまで、継続してその緊急通信を受信しなければならない。 ｜エ 無線局が緊急通信を行う場合において、識別信号、電波の型式及び周波数は、その無線局の免許状に記載されたところによらなければならない。 ｜オ 無線局が緊急通信を行っている場合において、遭難信号を受信したときは、遭難通信を妨害するおそれのある電波の発射を直ちに中止しなければならない。,1-2-2-1-1,,
normal,2022,前期,法規,"次の記述は、海上移動業務の無線局の免許後の変更について述べたものである。電波法（第17条）の規定に照らし、（　A　）～（　B　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

免許人は、無線局の目的、通信の相手方、（　A　）を変更し、又は無線設備の変更の工事をしようとするときは、あらかじめ（　B　）ならない。
ただし、無線設備の変更の工事であって、総務省令で定める軽微な事項のものについては、この限りでない。
（注）基幹放送をすることとすることを内容とする無線局の目的の変更は、これを行うことができない。",,1　A：通信事項若しくは無線設備の設置場所　　B：総務大臣の許可を受けなければ｜2　A：通信事項若しくは無線設備の設置場所　　B：総務大臣に届け出なければ｜3　A：通信事項、無線設備の設置場所、電波の型式、周波数若しくは空中線電力　　B：総務大臣に届け出なければ｜4　A：通信事項、無線設備の設置場所、電波の型式、周波数若しくは空中線電力　　B：総務大臣の許可を受けなければ,1,,
normal,2022,前期,法規,"の記述は、義務船舶局の無線設備の条件について述べたものである。無線設備規則（第38条及び第38条の4）の規定に照らし、（　A　）～（　C　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 義務船舶局に備えなければならない無線電話であって、（　A　）を使用するものの空中線は、船舶のできる限り上部に設置されたものでなければならない。
② ①の無線電話は、航海船橋において通信できるものでなければならない。
③ 義務船舶局に備えなければならない無線設備（遭難自動通報設備を除く。）は、通常操船する場所において、（　B　）を送り、又は受けることができるものでなければならない。
④ 義務船舶局に備えなければならない（　C　）は、通常操船する場所から遠隔制御できるものでなければならない。",,"1　A：F3E電波156.8MHz　　B：遭難通信　　C：衛星非常用位置指示無線標識｜2　A：J3E電波2,182kHz　　B：遭難通信及び航行の安全に関する通信　　C：衛星非常用位置指示無線標識｜3　A：J3E電波2,182kHz　　B：遭難通信　　C：衛星非常用位置指示無線標識及び捜索救助用レーダートランスポンダ｜4　A：F3E電波156.8MHz　　B：遭難通信及び航行の安全に関する通信　　C：衛星非常用位置指示無線標識及び捜索救助用レーダートランスポンダ",1,,
normal,2022,前期,法規,次に掲げる通信のうち、漁船の船舶局が免許状に記載された目的又は通信の相手方若しくは通信事項の範囲を超えて運用することができる通信に該当しないものはどれか。電波法（第52条）及び電波法施行規則（第37条）の規定に照らし、下の1から4までのうちから一つ選べ。,,1　気象の照会のために行う海岸局との間の通信｜2　遭難通信、緊急通信又は安全通信｜3　電気通信業務の通信｜4　無線機器の試験又は調整をするために行う通信,3,,
normal,2022,前期,法規,"次の記述は、混信等の防止について述べたものである。電波法（第56条）の規定に照らし、（　A　）～（　C　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

無線局は、（　A　）又は電波天文業務の用に供する受信設備その他の総務省令で定める受信設備（無線局のものを除く。）で総務大臣が指定するものにその運用を阻害するような混信その他の妨害を（　B　）なければならない。ただし、（　C　）については、この限りでない。",,1　A：重要無線通信を行う無線局　　B：与えない機能を有するもので　　C：遭難通信、緊急通信、安全通信及び非常通信｜2　A：重要無線通信を行う無線局　　B：与えないように運用し　　C：遭難通信｜3　A：他の無線局　　B：与えない機能を有するもので　　C：遭難通信｜4　A：他の無線局　　B：与えないように運用し　　C：遭難通信、緊急通信、安全通信及び非常通信,4,,
normal,2022,前期,法規,次に掲げる船舶局及び海岸局の運用に関する記述のうち、電波法（第62条及び第63条）の規定に照らし、適合しないものを下の1から4までのうちから一つ選べ。,,1　船舶局は、海岸局と通信を行う場合において、通信の順序若しくは時刻又は使用電波の型式若しくは周波数について、海岸局から指示を受けたときは、その指示に従わなければならない。｜2　海岸局は、船舶局から自局の運用に妨害を受けたときは、妨害している船舶局に対して、その妨害を除去するためにその運用の停止を命ずることができる。｜3　海岸局は、常時運用しなければならない。ただし、総務省令で定める海岸局については、この限りでない。｜4　船舶局の運用は、その船舶の航行中に限る。ただし、受信装置のみを運用するとき、遭難通信、緊急通信、安全通信、非常通信、放送の受信その他総務省令で定める通信を行うとき、その他総務省令で定める場合は、この限りでない。,2,,
normal,2022,前期,法規,"次の記述は、義務船舶局の無線設備の機能試験について述べたものである。無線局運用規則の規定に照らし、（　A　）～（　C　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 義務船舶局は、無線設備の機能試験を（　A　）行わなければならない。
② 機能試験を行ったときは、その結果を（　B　）しなければならない。
③ 記録は（　C　）ごとに保存しなければならない。",,1　A：毎週1回以上　　B：免許人に報告　　C：1年以内の期間ごと｜2　A：毎日1回以上　　B：免許人に報告　　C：6箇月以内の期間ごと｜3　A：毎日1回以上　　B：船舶の責任者に通知　　C：1年以内の期間ごと｜4　A：毎週1回以上　　B：船舶の責任者に通知　　C：6箇月以内の期間ごと,3,,
normal,2022,前期,法規,"次の記述は、無線電話通信における通報の送信等について述べたものである。無線局運用規則（第16条）の規定に照らし、（　A　）及び（　B　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 無線電話通信における通報の送信は、（　A　）行わなければならない。
② 遭難通信、緊急通信又は安全通信に係る①の送信速度は、（　B　）でなければならない。",,1　A：語辞を区切り、かつ、明りょうに発音して　　B：受信者が筆記できる程度のもの｜2　A：できる限り簡潔に、かつ、確実に　　B：原則として、1分間について50字を超えないもの｜3　A：語辞を区切り、かつ、明りょうに発音して　　B：原則として、1分間について50字を超えないもの｜4　A：できる限り簡潔に、かつ、確実に　　B：受信者が筆記できる程度のもの,1,,
normal,2022,前期,法規,次の記述は、海上移動業務の無線電話通信における電波を発射する前の措置に関するものである。無線局運用規則（第18条、第19条の2及び第39条）の規定に照らし、適合するものを下の1から4までのうちから一つ選べ。,,1　無線局は、相手局を呼び出そうとするときは、電波を発射する前に、受信機を最良の感度に調整し、自局の発射しようとする電波の周波数その他必要と認める周波数によって聴守し、他の通信に混信を与えないことを確かめなければならない。｜2　無線局は、相手局を呼び出そうとするときは、電波を発射する前に、送信機を最良の動作状態に調整し、自局の発射しようとする電波の周波数によって聴守し、他の通信に混信を与えないことを確かめなければならない。｜3　無線局は、相手局を呼び出そうとするときは、電波を発射する前に、送信機を最良の動作状態に調整し、自局の発射しようとする電波の周波数その他必要と認める周波数によって聴守し、他の通信に混信を与えないことを確かめなければならない。ただし、遭難通信を行う場合は、この限りでない。｜4　無線局は、相手局を呼び出そうとするときは、試験電波を発射し、他の無線局から停止の請求がないことを確かめなければならない。ただし、遭難通信を行う場合は、この限りでない。,1,,
normal,2022,前期,法規,次の記述は、海上移動業務の無線局におけるデジタル選択呼出通信（注）について述べたものである。無線局運用規則（第58条の5及び第58条の6）の規定に照らし、これらの規定に定めるところに適合しないものを下の1から4までのうちから一つ選べ。,,"1　 自局に対する呼出しを受信したときは、海岸局にあっては5秒以上4分半以内に、船舶局にあっては5分以内に応答するものとする。｜2 応答の送信に際して相手局の使用しようとする電波の周波数等によって通報を受信することができないときは、応答の際に送信する事項の「通報の周波数等」にその電波の周波数等では通報を受信することができない旨を明示するものとする。｜3 海岸局における呼出しは、45秒間以上の間隔をおいて2回送信することができる。｜4 応答は、次の(1)から(7)までに掲げる事項を送信するものとする。
(1) 呼出しの種類(2) 相手局の識別信号(3) 通報の種類(4) 自局の識別信号(5) 通報の型式
(6) 通報の周波数等(7) 終了信号",2,,
normal,2022,前期,法規,"次の記述は、海上移動業務の無線電話通信における遭難通報の送信について述べたものである。無線局運用規則（第77条）の規定に照らし、（　A　）～（　C　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 遭難呼出しを行った無線局は、（　A　）、遭難通報を送信しなければならない。
② 遭難通報は、無線電話により次の(1)から(3)までに掲げる事項を順次送信して行うものとする。
(1) 「（　B　）」又は「遭難」
(2) 遭難した船舶又は航空機の（　C　）
(3) 遭難した船舶又は航空機の位置、遭難の種類及び状況並びに必要とする救助の種類その他救助のため必要な事項
③ ②の(3)の位置は、原則として経度及び緯度をもって表わすものとする。ただし、著名な地理上の地点からの真方位及び海里で示す距離によって表すことができる。",,1　A：できる限りすみやかにその遭難呼出しに続いて　　B：ディストレス　　C：所有者又は運行者｜2　A：遭難呼出しに対する応答を受信した後すみやかに　　B：メーデー　　C：所有者又は運行者｜3　A：遭難呼出しに対する応答を受信した後すみやかに　　B：ディストレス　　C：名称又は識別｜4　A：できる限りすみやかにその遭難呼出しに続いて　　B：メーデー　　C：名称又は識別,4,,
normal,2022,前期,法規,次に掲げる無線局のうち、遭難警報に係る遭難通信の宰領を行う無線局に該当するものはどれか。無線局運用規則（第83条）の規定に照らし、下の1から4までのうちから一つ選べ。,,1　遭難船舶局｜2　遭難通報を送信した無線局｜3　海上保安庁の無線局又はこれから遭難通信の宰領を依頼された無線局｜4　遭難船舶局又は遭難通報を送信した無線局から遭難通信の宰領を依頼された無線局,3,,
normal,2022,前期,法規,次に掲げる事項のうち、免許人が電波法又は電波法に基づく命令又はこれらに基づく処分に違反したときに、総務大臣から受けることがある命令又は制限に該当しないものはどれか。電波法（第76条第1項）の規定に照らし、下の1から4までのうちから一つ選べ。,,1　期間を定めて行われる無線局の周波数又は空中線電力の制限｜2　3月以内の期間を定めて行われる無線局の運用の停止の命令｜3　期間を定めて行われる無線局の運用許容時間の制限｜4　3月以内の期間を定めて行われる無線局の通信の相手方又は通信事項の制限,4,,
normal,2022,前期,法規,次に掲げる書類のうち、義務船舶局（国際航海に従事する船舶の船舶局を除く。）に備え付けておかなければならない書類に該当しないものはどれか。電波法施行規則（第38条）の規定に照らし、下の1から4までのうちから一つ選べ。,,1　免許状｜2　電波法及びこれに基づく命令の集録｜3　無線従事者選解任届の写し｜4　無線局の免許の申請書の添付書類の写し,2,,
normal,2022,前期,法規,"次の記述は、無線局の検査結果の対応について述べたものである。電波法施行規則（第39条）の規定に照らし、（　A　）及び（　B　）内に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

免許人は、検査の結果について総務大臣又は総合通信局長（沖縄総合通信事務所長を含む。以下同じ。）から（　A　）を受け、相当な措置をしたときは、速やかにその措置の内容を総務大臣又は総合通信局長に（　B　）なければならない。",,1　A：措置命令　　B：報告し、検査を受け｜2　A：指示　　　B：報告し、検査を受け｜3　A：指示　　　B：報告し｜4　A：措置命令　B：報告し,3,,
multi,2022,前期,法規,"次の記述は、海上移動業務の無線局の免許の有効期間及び再免許について述べたものである。電波法（第13条）、電波法施行規則（第7条及び第8条）及び無線局免許手続規則（第18条及び第19条）の規定に照らし、（　ア　）から（　オ　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。

① 免許の有効期間は、免許の日から起算して（　ア　）において総務省令で定める。ただし、再免許を妨げない。
② 義務船舶局の免許の有効期間は、①にかかわらず、無期限とする。
③ 海岸局の免許の有効期間は、（　イ　）とする。
④ ③の免許の有効期間は、同一の種別に属する無線局について同時に有効期間が満了するよう総務大臣が定める一定の時期に免許をした無線局に適用があるものとし、免許をする時期がこれと異なる無線局の免許の有効期間は、③にかかわらず、当該一定の時期に免許を受けた当該種別の無線局に係る免許の有効期間の満了の日までの期間とする。
⑤ ③の無線局の再免許の申請は、免許の有効期間満了前（　ウ　）を超えない期間において行わなければならない。
⑥ 総務大臣は、再免許の申請を審査した結果、その申請が適合していると認めるときは、申請者に対し、次の事項を指定して、（　エ　）を与える。
　(1) 電波の型式及び周波数
　(2) 識別信号
　(3) （　オ　）
　(4) 運用許容時間",,５年を超えない範囲内  ｜１０年を超えない範囲内 ｜５年｜３年 ｜３箇月以上６箇月 ｜１箇月以上1年｜無線局の予備免許｜ 無線局の免許 ｜実効輻ふく射電力｜空中線電力,1-3-5-8-10,,
binary,2022,前期,法規,"次に掲げる無線設備の操作（注）のうち、電波法施行令（第3条）の規定に照らし、第四級海上無線通信士が行うことのできる操作に該当するものを1、該当しないものを2として解答せよ。
注　モールス符号による通信操作及び国際通信のための通信操作並びに多重無線設備の技術操作を除く。",,ア　船舶局の空中線電力500ワット以下の狭帯域直接印刷電信装置による通信を行う無線設備の操作｜イ　海岸局の空中線電力125ワット以下の無線電話の操作｜ウ　船舶局のレーダーの外部の転換装置で電波の質に影響を及ぼさないものの技術操作｜エ　船舶局の空中線電力250ワット以下の無線電話の操作｜オ　電気通信業務を行うことを目的とする船舶地球局の無線設備の操作,2-1-1-1-2,,
binary,2022,前期,法規,海上移動業務の無線電話通信における呼出し及び応答に関する次の記述のうち、無線局運用規則（第１８条、第２０条、第２２条、第２３条、第２６条及び第５８条の１１）の規定に照らし、これらの規定に定めるところに適合するものを１、適合しないものを２として解答せよ。,,ア 無線局は、自局の呼出しが他の既に行われている通信に混信を与える旨の通知を受けたときは、直ちにその呼出しを中止しなければならない。 ｜イ 応答は、「(1) 相手局の呼出名称 １回  (2) こちらは １回  (3) 自局の呼出名称 １回」を順次送信して行うものとする。｜ウ 無線局は、自局に対する呼出しを受信したときは、直ちに応答しなければならない。 ｜エ 無線局は、自局に対する呼出しであることが確実でない呼出しを受信したときは、応答事項のうち相手局の呼出名称の代わりに「誰かこちらを呼びましたか」の語を使用して直ちに応答しなければならない。 ｜ オ 呼出しは、「(1) 相手局の呼出名称 ３回以下  (2) こちらは １回  (3) 自局の呼出名称 ３回以下」を順次送信して行うものとする。,1-2-1-2-1,,
multi,2022,前期,法規,"次の記述は、遭難通信の定義及び遭難通信を受信したときにとるべき措置について述べたものである。電波法（第52条及び第66条）の規定に照らし、（　ア　）から（　オ　）内に入れるべき最も適切な字句を下の1から10までのうちからそれぞれ一つ選べ。

① 遭難通信とは、船舶又は航空機が（　ア　）に遭難信号を前置する方法その他総務省令で定める方法により行う無線通信をいう。
② 海岸局及び船舶局は、遭難通信を受信したときは、（　イ　）、直ちにこれに応答し、かつ、遭難している船舶又は航空機を救助するため（　ウ　）に対して通報する等総務省令で定めるところにより（　エ　）に関し最善の措置をとらなければならない。
③ 無線局は、遭難信号又は電波法第52条第1号の総務省令で定める方法により行われる無線通信を受信したときは、（　オ　）を直ちに中止しなければならない。",,重大かつ急迫の危険に陥った場合又は陥るおそれがある場合｜重大かつ急迫の危険に陥った場合 ｜現に通信中の場合を除き｜ 他の一切の無線通信に優先して  ｜ 最も便宜な位置にある無線局｜通信可能の範囲内にあるすべての無線局 ｜ 遭難通信の宰領｜ 救助の通信 ｜遭難通信を妨害するおそれのある電波の発射  ｜すべての電波の発射 ,2-4-5-8-9,,
binary,2022,前期,法規,次に掲げる事項のうち、無線局運用規則（第71条）の規定に照らし、船舶局においてその船舶の責任者の命令がなければ行うことができないものに該当するものを1、該当しないものを2として解答せよ。,,ア　遭難警報又は遭難警報の中継の送信｜イ　遭難呼出し又は遭難通報の送信｜ウ　安全通報の告知の送信又は安全呼出し｜エ　船位通報の送信｜オ　緊急通報の告知の送信又は緊急呼出し,1-1-2-2-1,,
binary,2022,前期,法規,次に掲げる事項のうち、電波法（第28条及び第72条）の規定に照らし、総務大臣が無線局に対して臨時に電波の発射の停止を命ずることができるときに該当するものを1、該当しないものを2として解答せよ。,,ア　無線局の発射する電波が他の無線局の通信に混信を与えていると認めるとき。｜イ　無線局の発射する電波の周波数の幅が総務省令で定めるものに適合していないと認めるとき。｜ウ　無線局の発射する電波の周波数の偏差が総務省令で定めるものに適合していないと認めるとき。｜エ　無線局の発射する電波の周波数の安定度が総務省令で定めるものに適合していないと認めるとき。,2-1-1-2-2,,
normal,2021,後期,法規,"次の記述は、用語の定義を述べたものである。電波法（第2条）の規定に照らし、（　A　）～（　C　）に入れるべき最も適切な字句の組合せを下の1から4までのうちから一つ選べ。

① 「電波」とは、（　A　）以下の周波数の電磁波をいう。
② 「無線電信」とは、電波を利用して、符号を送り、又は受けるための通信設備をいう。
③ 「無線電話」とは、電波を利用して、（　B　）を送り、又は受けるための通信設備をいう。
④ 「無線設備」とは、無線電信、無線電話その他電波を送り、又は受けるための電気的設備をいう。
⑤ 「無線局」とは、無線設備及び無線設備の操作を行う者の総体をいう。ただし、受信のみを目的とするものを含まない。
⑥ 「無線従事者」とは、（　C　）を行う者であって、総務大臣の免許を受けたものをいう。",,1　A：300万メガヘルツ　　B：音声　　C：無線設備の操作の監督及びその保守｜2　A：300万メガヘルツ　　B：音声その他の音響　　C：無線設備の操作又はその監督｜3　A：500万メガヘルツ　　B：音声その他の音響　　C：無線設備の操作の監督及びその保守｜4　A：500万メガヘルツ　　B：音声　　C：無線設備の操作又はその監督,,,
